origin_month,payment_month,development_month,member_months,seasonal_index,incremental_paid,cumulative_paid
2020-12,2023-04,28,82999,1.061112,25002580.72,20476335401.9
2020-12,2023-05,29,82999,1.061112,21680711.33,20498016113.23
2020-12,2023-06,30,82999,1.061112,18167572.18,20516183685.41
2020-12,2023-07,31,82999,1.061112,20069051.57,20536252736.98
2020-12,2023-08,32,82999,1.061112,16581608.14,20552834345.12
2020-12,2023-09,33,82999,1.061112,16707325.65,20569541670.77
2020-12,2023-10,34,82999,1.061112,12655991.74,20582197662.51
2020-12,2023-11,35,82999,1.061112,9753925.02,20591951587.53
2021-01,2021-01,0,83576,1.085,5477867051.53,5477867051.53
2021-01,2021-02,1,83576,1.085,3713984711.05,9191851762.58
2021-01,2021-03,2,83576,1.085,2630032736.85,11821884499.43
2021-01,2021-04,3,83576,1.085,1913781745.04,13735666244.47
2021-01,2021-05,4,83576,1.085,1404297265.04,15139963509.51
2021-01,2021-06,5,83576,1.085,1005960368.73,16145923878.24
2021-01,2021-07,6,83576,1.085,770438109.51,16916361987.76
2021-01,2021-08,7,83576,1.085,578899975.39,17495261963.14
2021-01,2021-09,8,83576,1.085,430032733.41,17925294696.55
2021-01,2021-10,9,83576,1.085,338848941.05,18264143637.59
2021-01,2021-11,10,83576,1.085,259801787.94,18523945425.53
2021-01,2021-12,11,83576,1.085,200436432.24,18724381857.77
2021-01,2022-01,12,83576,1.085,176845765.59,18901227623.36
2021-01,2022-02,13,83576,1.085,153593456.53,19054821079.89
2021-01,2022-03,14,83576,1.085,121268619.69,19176089699.58
2021-01,2022-04,15,83576,1.085,109897402.72,19285987102.3
2021-01,2022-05,16,83576,1.085,94229035.46,19380216137.76
2021-01,2022-06,17,83576,1.085,77542299.45,19457758437.21
2021-01,2022-07,18,83576,1.085,79852043.73,19537610480.94
2021-01,2022-08,19,83576,1.085,64354650.37,19601965131.31
2021-01,2022-09,20,83576,1.085,51589955.47,19653555086.79
2021-01,2022-10,21,83576,1.085,44548918.74,19698104005.52
2021-01,2022-11,22,83576,1.085,46037388.35,19744141393.88
2021-01,2022-12,23,83576,1.085,41378800.39,19785520194.26
2021-01,2023-01,24,83576,1.085,39533714.94,19825053909.21
2021-01,2023-02,25,83576,1.085,33878661.59,19858932570.79
2021-01,2023-03,26,83576,1.085,33104671.2,19892037241.99
2021-01,2023-04,27,83576,1.085,30415414.59,19922452656.58
2021-01,2023-05,28,83576,1.085,23866340.31,19946318996.89
2021-01,2023-06,29,83576,1.085,25984122.43,19972303119.32
2021-01,2023-07,30,83576,1.085,17746601.6,19990049720.92
2021-01,2023-08,31,83576,1.085,21968369.35,20012018090.27
2021-01,2023-09,32,83576,1.085,19435829.96,20031453920.23
2021-01,2023-10,33,83576,1.085,16027889.81,20047481810.04
2021-01,2023-11,34,83576,1.085,15647599.21,20063129409.25
2021-01,2023-12,35,83576,1.085,12630215.48,20075759624.73
2021-02,2021-02,0,85521,1.086112,5789067720.28,5789067720.28
2021-02,2021-03,1,85521,1.086112,4067884414.73,9856952135.0
2021-02,2021-04,2,85521,1.086112,2702033091.7,12558985226.7
2021-02,2021-05,3,85521,1.086112,1939606061.07,14498591287.78
2021-02,2021-06,4,85521,1.086112,1375100826.44,15873692114.22
2021-02,2021-07,5,85521,1.086112,1077342149.18,16951034263.39
2021-02,2021-08,6,85521,1.086112,778739633.03,17729773896.42
2021-02,2021-09,7,85521,1.086112,596086439.7,18325860336.12
2021-02,2021-10,8,85521,1.086112,441078367.83,18766938703.95
2021-02,2021-11,9,85521,1.086112,376724004.75,19143662708.7
2021-02,2021-12,10,85521,1.086112,296708272.2,19440370980.89
2021-02,2022-01,11,85521,1.086112,227538708.29,19667909689.19
2021-02,2022-02,12,85521,1.086112,188121088.36,19856030777.55
2021-02,2022-03,13,85521,1.086112,168901046.3,20024931823.85
2021-02,2022-04,14,85521,1.086112,125801632.12,20150733455.97
2021-02,2022-05,15,85521,1.086112,116581966.63,20267315422.6
2021-02,2022-06,16,85521,1.086112,102286451.47,20369601874.07
2021-02,2022-07,17,85521,1.086112,86863898.22,20456465772.29
2021-02,2022-08,18,85521,1.086112,72455400.47,20528921172.76
2021-02,2022-09,19,85521,1.086112,66468849.35,20595390022.11
2021-02,2022-10,20,85521,1.086112,53475477.94,20648865500.06
2021-02,2022-11,21,85521,1.086112,63810102.21,20712675602.26
2021-02,2022-12,22,85521,1.086112,50702158.7,20763377760.97
2021-02,2023-01,23,85521,1.086112,41830681.57,20805208442.53
2021-02,2023-02,24,85521,1.086112,36919402.0,20842127844.53
2021-02,2023-03,25,85521,1.086112,35976521.42,20878104365.96
2021-02,2023-04,26,85521,1.086112,28915768.35,20907020134.3
2021-02,2023-05,27,85521,1.086112,26083195.06,20933103329.37
2021-02,2023-06,28,85521,1.086112,24501174.29,20957604503.66
2021-02,2023-07,29,85521,1.086112,25151439.34,20982755943.0
2021-02,2023-08,30,85521,1.086112,20888455.38,21003644398.38
2021-02,2023-09,31,85521,1.086112,23434764.84,21027079163.21
2021-02,2023-10,32,85521,1.086112,18029925.08,21045109088.29
2021-02,2023-11,33,85521,1.086112,14597316.11,21059706404.39
2021-02,2023-12,34,85521,1.086112,17618617.1,21077325021.49
2021-02,2024-01,35,85521,1.086112,15635674.19,21092960695.69
2021-03,2021-03,0,83571,1.064151,5673355393.45,5673355393.45
2021-03,2021-04,1,83571,1.064151,3959249695.71,9632605089.16
2021-03,2021-05,2,83571,1.064151,2764135935.69,12396741024.85
2021-03,2021-06,3,83571,1.064151,2075195991.01,14471937015.86
2021-03,2021-07,4,83571,1.064151,1388598063.58,15860535079.43
2021-03,2021-08,5,83571,1.064151,938699863.52,16799234942.95
2021-03,2021-09,6,83571,1.064151,797296612.52,17596531555.47
2021-03,2021-10,7,83571,1.064151,530977377.39,18127508932.86
2021-03,2021-11,8,83571,1.064151,452012425.33,18579521358.19
2021-03,2021-12,9,83571,1.064151,367179056.9,18946700415.09
2021-03,2022-01,10,83571,1.064151,283806245.09,19230506660.19
2021-03,2022-02,11,83571,1.064151,244163128.2,19474669788.39
2021-03,2022-03,12,83571,1.064151,177457106.19,19652126894.58
2021-03,2022-04,13,83571,1.064151,156132213.37,19808259107.95
2021-03,2022-05,14,83571,1.064151,122590750.23,19930849858.18
2021-03,2022-06,15,83571,1.064151,117793691.56,20048643549.74
2021-03,2022-07,16,83571,1.064151,98543394.14,20147186943.88
2021-03,2022-08,17,83571,1.064151,81598366.53,20228785310.42
2021-03,2022-09,18,83571,1.064151,75775428.49,20304560738.91
2021-03,2022-10,19,83571,1.064151,69717280.56,20374278019.46
2021-03,2022-11,20,83571,1.064151,58413140.56,20432691160.02
2021-03,2022-12,21,83571,1.064151,47234463.14,20479925623.16
2021-03,2023-01,22,83571,1.064151,54796512.18,20534722135.34
2021-03,2023-02,23,83571,1.064151,40863133.08,20575585268.42
2021-03,2023-03,24,83571,1.064151,42945632.9,20618530901.33
2021-03,2023-04,25,83571,1.064151,35614390.55,20654145291.87
2021-03,2023-05,26,83571,1.064151,26124505.98,20680269797.85
2021-03,2023-06,27,83571,1.064151,28263670.36,20708533468.21
2021-03,2023-07,28,83571,1.064151,24685547.99,20733219016.2
2021-03,2023-08,29,83571,1.064151,22734328.59,20755953344.79
2021-03,2023-09,30,83571,1.064151,19459450.28,20775412795.07
2021-03,2023-10,31,83571,1.064151,20718767.69,20796131562.75
2021-03,2023-11,32,83571,1.064151,20021384.74,20816152947.49
2021-03,2023-12,33,83571,1.064151,17454942.59,20833607890.08
2021-03,2024-01,34,83571,1.064151,15200346.9,20848808236.98
2021-03,2024-02,35,83571,1.064151,14192345.62,20863000582.6
2021-04,2021-04,0,84812,1.025,5319381009.69,5319381009.69
2021-04,2021-05,1,84812,1.025,3763576623.67,9082957633.35
2021-04,2021-06,2,84812,1.025,2631098050.57,11714055683.93
2021-04,2021-07,3,84812,1.025,1992202297.47,13706257981.4
2021-04,2021-08,4,84812,1.025,1281306798.71,14987564780.11
2021-04,2021-09,5,84812,1.025,1034039733.94,16021604514.05
2021-04,2021-10,6,84812,1.025,717168431.34,16738772945.39
2021-04,2021-11,7,84812,1.025,584041884.82,17322814830.21
2021-04,2021-12,8,84812,1.025,427572536.65,17750387366.86
2021-04,2022-01,9,84812,1.025,331017940.6,18081405307.46
2021-04,2022-02,10,84812,1.025,275866898.74,18357272206.19
2021-04,2022-03,11,84812,1.025,214358905.17,18571631111.36
2021-04,2022-04,12,84812,1.025,204816367.87,18776447479.23
2021-04,2022-05,13,84812,1.025,144008157.12,18920455636.36
2021-04,2022-06,14,84812,1.025,140343633.71,19060799270.07
2021-04,2022-07,15,84812,1.025,112574424.41,19173373694.48
2021-04,2022-08,16,84812,1.025,102990973.74,19276364668.22
2021-04,2022-09,17,84812,1.025,77655377.66,19354020045.88
2021-04,2022-10,18,84812,1.025,78223394.64,19432243440.52
2021-04,2022-11,19,84812,1.025,63450089.25,19495693529.77
2021-04,2022-12,20,84812,1.025,65050705.2,19560744234.97
2021-04,2023-01,21,84812,1.025,45036943.4,19605781178.37
2021-04,2023-02,22,84812,1.025,48361729.24,19654142907.61
2021-04,2023-03,23,84812,1.025,37389318.61,19691532226.22
2021-04,2023-04,24,84812,1.025,32884713.35,19724416939.58
2021-04,2023-05,25,84812,1.025,26921970.04,19751338909.62
2021-04,2023-06,26,84812,1.025,28588476.64,19779927386.26
2021-04,2023-07,27,84812,1.025,25389500.58,19805316886.84
2021-04,2023-08,28,84812,1.025,27965391.54,19833282278.38
2021-04,2023-09,29,84812,1.025,20826555.21,19854108833.59
2021-04,2023-10,30,84812,1.025,22994112.82,19877102946.41
2021-04,2023-11,31,84812,1.025,19489075.11,19896592021.52
2021-04,2023-12,32,84812,1.025,14920940.4,19911512961.92
2021-04,2024-01,33,84812,1.025,20558680.32,19932071642.24
2021-04,2024-02,34,84812,1.025,14088247.09,19946159889.33
2021-04,2024-03,35,84812,1.025,13459367.92,19959619257.25
2021-05,2021-05,0,84765,0.979151,5347623195.62,5347623195.62
2021-05,2021-06,1,84765,0.979151,3524982214.98,8872605410.6
2021-05,2021-07,2,84765,0.979151,2596180993.28,11468786403.87
2021-05,2021-08,3,84765,0.979151,1850615517.24,13319401921.11
2021-05,2021-09,4,84765,0.979151,1261893759.93,14581295681.04
2021-05,2021-10,5,84765,0.979151,955295760.53,15536591441.58
2021-05,2021-11,6,84765,0.979151,730545393.01,16267136834.59
2021-05,2021-12,7,84765,0.979151,528699917.53,16795836752.11
2021-05,2022-01,8,84765,0.979151,426009080.91,17221845833.03
2021-05,2022-02,9,84765,0.979151,323450634.56,17545296467.59
2021-05,2022-03,10,84765,0.979151,271948293.84,17817244761.43
2021-05,2022-04,11,84765,0.979151,226946678.05,18044191439.48
2021-05,2022-05,12,84765,0.979151,193376839.52,18237568278.99
2021-05,2022-06,13,84765,0.979151,140416408.71,18377984687.71
2021-05,2022-07,14,84765,0.979151,119285568.41,18497270256.12
2021-05,2022-08,15,84765,0.979151,106526637.6,18603796893.72
2021-05,2022-09,16,84765,0.979151,92431653.24,18696228546.96
2021-05,2022-10,17,84765,0.979151,73237839.2,18769466386.16
2021-05,2022-11,18,84765,0.979151,76589520.71,18846055906.87
2021-05,2022-12,19,84765,0.979151,57025028.16,18903080935.03
2021-05,2023-01,20,84765,0.979151,59487795.74,18962568730.76
2021-05,2023-02,21,84765,0.979151,50391519.46,19012960250.22
2021-05,2023-03,22,84765,0.979151,45516831.85,19058477082.07
2021-05,2023-04,23,84765,0.979151,40101930.89,19098579012.96
2021-05,2023-05,24,84765,0.979151,33672210.6,19132251223.56
2021-05,2023-06,25,84765,0.979151,37502344.38,19169753567.94
2021-05,2023-07,26,84765,0.979151,28761954.62,19198515522.56
2021-05,2023-08,27,84765,0.979151,25219641.97,19223735164.52
2021-05,2023-09,28,84765,0.979151,23000497.67,19246735662.19
2021-05,2023-10,29,84765,0.979151,23917845.81,19270653508.0
2021-05,2023-11,30,84765,0.979151,17604265.5,19288257773.5
2021-05,2023-12,31,84765,0.979151,16914077.48,19305171850.98
2021-05,2024-01,32,84765,0.979151,16461126.44,19321632977.42
2021-05,2024-02,33,84765,0.979151,16006451.04,19337639428.46
2021-05,2024-03,34,84765,0.979151,13126604.02,19350766032.48
2021-05,2024-04,35,84765,0.979151,13120098.96,19363886131.44
2021-06,2021-06,0,84771,0.938888,5342303921.68,5342303921.68
2021-06,2021-07,1,84771,0.938888,3680668165.32,9022972087.0
2021-06,2021-08,2,84771,0.938888,2503534599.39,11526506686.39
2021-06,2021-09,3,84771,0.938888,1784748450.16,13311255136.55
2021-06,2021-10,4,84771,0.938888,1302915972.35,14614171108.89
2021-06,2021-11,5,84771,0.938888,987350954.81,15601522063.7
2021-06,2021-12,6,84771,0.938888,710201767.36,16311723831.06
2021-06,2022-01,7,84771,0.938888,558287435.58,16870011266.65
2021-06,2022-02,8,84771,0.938888,420694384.88,17290705651.53
2021-06,2022-03,9,84771,0.938888,320205700.72,17610911352.25
2021-06,2022-04,10,84771,0.938888,252868147.67,17863779499.92
2021-06,2022-05,11,84771,0.938888,227611888.64,18091391388.56
2021-06,2022-06,12,84771,0.938888,183685347.01,18275076735.58
2021-06,2022-07,13,84771,0.938888,149955275.4,18425032010.98
2021-06,2022-08,14,84771,0.938888,122605279.19,18547637290.17
2021-06,2022-09,15,84771,0.938888,99763987.52,18647401277.69
2021-06,2022-10,16,84771,0.938888,86721565.81,18734122843.5
2021-06,2022-11,17,84771,0.938888,86240432.26,18820363275.75
2021-06,2022-12,18,84771,0.938888,68350760.64,18888714036.4
2021-06,2023-01,19,84771,0.938888,62785723.08,18951499759.47
2021-06,2023-02,20,84771,0.938888,64524688.53,19016024448.01
2021-06,2023-03,21,84771,0.938888,55076098.02,19071100546.02
2021-06,2023-04,22,84771,0.938888,48208928.9,19119309474.92
2021-06,2023-05,23,84771,0.938888,36230996.62,19155540471.54
2021-06,2023-06,24,84771,0.938888,37035482.32,19192575953.86
2021-06,2023-07,25,84771,0.938888,30809494.14,19223385448.01
2021-06,2023-08,26,84771,0.938888,30977348.89,19254362796.9
2021-06,2023-09,27,84771,0.938888,25311531.26,19279674328.16
2021-06,2023-10,28,84771,0.938888,23113075.51,19302787403.67
2021-06,2023-11,29,84771,0.938888,19183159.7,19321970563.38
2021-06,2023-12,30,84771,0.938888,23727357.46,19345697920.84
2021-06,2024-01,31,84771,0.938888,18086725.67,19363784646.51
2021-06,2024-02,32,84771,0.938888,16659356.93,19380444003.44
2021-06,2024-03,33,84771,0.938888,15970736.3,19396414739.74
2021-06,2024-04,34,84771,0.938888,14272813.81,19410687553.55
2021-06,2024-05,35,84771,0.938888,13463479.76,19424151033.31
2021-07,2021-07,0,84851,0.915,5102387195.06,5102387195.06
2021-07,2021-08,1,84851,0.915,3380784166.21,8483171361.27
2021-07,2021-09,2,84851,0.915,2334665169.63,10817836530.9
2021-07,2021-10,3,84851,0.915,1710582949.05,12528419479.95
2021-07,2021-11,4,84851,0.915,1247551335.01,13775970814.96
2021-07,2021-12,5,84851,0.915,888583851.74,14664554666.7
2021-07,2022-01,6,84851,0.915,677646325.94,15342200992.63
2021-07,2022-02,7,84851,0.915,478994111.24,15821195103.87
2021-07,2022-03,8,84851,0.915,375627088.09,16196822191.97
2021-07,2022-04,9,84851,0.915,304350407.71,16501172599.67
2021-07,2022-05,10,84851,0.915,227981063.97,16729153663.64
2021-07,2022-06,11,84851,0.915,187088138.7,16916241802.34
2021-07,2022-07,12,84851,0.915,148106535.1,17064348337.44
2021-07,2022-08,13,84851,0.915,138188755.58,17202537093.02
2021-07,2022-09,14,84851,0.915,115257056.88,17317794149.9
2021-07,2022-10,15,84851,0.915,100344389.76,17418138539.65
2021-07,2022-11,16,84851,0.915,94078030.89,17512216570.55
2021-07,2022-12,17,84851,0.915,67788889.95,17580005460.5
2021-07,2023-01,18,84851,0.915,68118586.75,17648124047.25
2021-07,2023-02,19,84851,0.915,60755752.33,17708879799.58
2021-07,2023-03,20,84851,0.915,46352258.92,17755232058.5
2021-07,2023-04,21,84851,0.915,45250765.2,17800482823.7
2021-07,2023-05,22,84851,0.915,41472737.14,17841955560.84
2021-07,2023-06,23,84851,0.915,40905787.62,17882861348.46
2021-07,2023-07,24,84851,0.915,37108296.16,17919969644.61
2021-07,2023-08,25,84851,0.915,30154961.01,17950124605.62
2021-07,2023-09,26,84851,0.915,24001444.6,17974126050.22
2021-07,2023-10,27,84851,0.915,23934999.71,17998061049.94
2021-07,2023-11,28,84851,0.915,22844618.45,18020905668.39
2021-07,2023-12,29,84851,0.915,19362976.84,18040268645.23
2021-07,2024-01,30,84851,0.915,18885736.73,18059154381.96
2021-07,2024-02,31,84851,0.915,18640498.66,18077794880.62
2021-07,2024-03,32,84851,0.915,15534041.79,18093328922.4
2021-07,2024-04,33,84851,0.915,13339821.92,18106668744.32
2021-07,2024-05,34,84851,0.915,11898325.44,18118567069.76
2021-07,2024-06,35,84851,0.915,11327583.97,18129894653.73
2021-08,2021-08,0,85393,0.913888,5038925983.88,5038925983.88
2021-08,2021-09,1,85393,0.913888,3771749506.36,8810675490.24
2021-08,2021-10,2,85393,0.913888,2641975590.17,11452651080.41
2021-08,2021-11,3,85393,0.913888,1786330669.87,13238981750.28
2021-08,2021-12,4,85393,0.913888,1268839669.06,14507821419.34
2021-08,2022-01,5,85393,0.913888,938783701.9,15446605121.24
2021-08,2022-02,6,85393,0.913888,693436315.84,16140041437.09
2021-08,2022-03,7,85393,0.913888,535494482.05,16675535919.13
2021-08,2022-04,8,85393,0.913888,399768253.51,17075304172.64
2021-08,2022-05,9,85393,0.913888,285464336.72,17360768509.37
2021-08,2022-06,10,85393,0.913888,251707020.94,17612475530.3
2021-08,2022-07,11,85393,0.913888,193993644.82,17806469175.12
2021-08,2022-08,12,85393,0.913888,179348865.52,17985818040.64
2021-08,2022-09,13,85393,0.913888,137867979.07,18123686019.71
2021-08,2022-10,14,85393,0.913888,113957487.77,18237643507.49
2021-08,2022-11,15,85393,0.913888,108522249.78,18346165757.27
2021-08,2022-12,16,85393,0.913888,89102220.48,18435267977.75
2021-08,2023-01,17,85393,0.913888,75680438.78,18510948416.52
2021-08,2023-02,18,85393,0.913888,61972802.96,18572921219.48
2021-08,2023-03,19,85393,0.913888,56370231.45,18629291450.93
2021-08,2023-04,20,85393,0.913888,50756711.54,18680048162.47
2021-08,2023-05,21,85393,0.913888,46536906.91,18726585069.38
2021-08,2023-06,22,85393,0.913888,41586013.08,18768171082.46
2021-08,2023-07,23,85393,0.913888,44372618.28,18812543700.74
2021-08,2023-08,24,85393,0.913888,35820464.81,18848364165.55
2021-08,2023-09,25,85393,0.913888,31327301.7,18879691467.26
2021-08,2023-10,26,85393,0.913888,25683133.79,18905374601.05
2021-08,2023-11,27,85393,0.913888,26987888.05,18932362489.09
2021-08,2023-12,28,85393,0.913888,22473962.08,18954836451.17
2021-08,2024-01,29,85393,0.913888,20392298.16,18975228749.33
2021-08,2024-02,30,85393,0.913888,18910174.9,18994138924.23
2021-08,2024-03,31,85393,0.913888,19020017.4,19013158941.64
2021-08,2024-04,32,85393,0.913888,16783627.22,19029942568.86
2021-08,2024-05,33,85393,0.913888,13862783.23,19043805352.09
2021-08,2024-06,34,85393,0.913888,10996210.15,19054801562.24
2021-08,2024-07,35,85393,0.913888,11556886.93,19066358449.17
2021-09,2021-09,0,86103,0.935849,5741062403.28,5741062403.28
2021-09,2021-10,1,86103,0.935849,3581174884.51,9322237287.79
2021-09,2021-11,2,86103,0.935849,2415257586.59,11737494874.38
2021-09,2021-12,3,86103,0.935849,1792526495.91,13530021370.29
2021-09,2022-01,4,86103,0.935849,1371484015.83,14901505386.12
2021-09,2022-02,5,86103,0.935849,1038675250.72,15940180636.85
2021-09,2022-03,6,86103,0.935849,708130886.74,16648311523.59
2021-09,2022-04,7,86103,0.935849,548504211.34,17196815734.93
2021-09,2022-05,8,86103,0.935849,405530396.93,17602346131.86
2021-09,2022-06,9,86103,0.935849,325408551.93,17927754683.79
2021-09,2022-07,10,86103,0.935849,275225288.5,18202979972.3
2021-09,2022-08,11,86103,0.935849,216172210.51,18419152182.81
2021-09,2022-09,12,86103,0.935849,158504415.99,18577656598.8
2021-09,2022-10,13,86103,0.935849,149400735.82,18727057334.62
2021-09,2022-11,14,86103,0.935849,135955148.64,18863012483.26
2021-09,2022-12,15,86103,0.935849,110284325.03,18973296808.29
2021-09,2023-01,16,86103,0.935849,105193651.93,19078490460.22
2021-09,2023-02,17,86103,0.935849,76568775.42,19155059235.64
2021-09,2023-03,18,86103,0.935849,60797662.08,19215856897.72
2021-09,2023-04,19,86103,0.935849,61306026.21,19277162923.93
2021-09,2023-05,20,86103,0.935849,52789638.42,19329952562.35
2021-09,2023-06,21,86103,0.935849,47617099.73,19377569662.07
2021-09,2023-07,22,86103,0.935849,40920571.38,19418490233.46
2021-09,2023-08,23,86103,0.935849,41712977.84,19460203211.3
2021-09,2023-09,24,86103,0.935849,35946472.52,19496149683.82
2021-09,2023-10,25,86103,0.935849,31250642.66,19527400326.47
2021-09,2023-11,26,86103,0.935849,29567085.09,19556967411.56
2021-09,2023-12,27,86103,0.935849,24331624.71,19581299036.27
2021-09,2024-01,28,86103,0.935849,20698701.77,19601997738.04
2021-09,2024-02,29,86103,0.935849,23954373.09,19625952111.13
2021-09,2024-03,30,86103,0.935849,19683663.18,19645635774.31
2021-09,2024-04,31,86103,0.935849,17686525.45,19663322299.76
2021-09,2024-05,32,86103,0.935849,16546634.01,19679868933.77
2021-09,2024-06,33,86103,0.935849,16904784.28,19696773718.05
2021-09,2024-07,34,86103,0.935849,13732411.96,19710506130.01
2021-09,2024-08,35,86103,0.935849,14510643.96,19725016773.97
2021-10,2021-10,0,85736,0.975,5908772496.24,5908772496.24
2021-10,2021-11,1,85736,0.975,4017982140.98,9926754637.22
2021-10,2021-12,2,85736,0.975,2814695552.98,12741450190.2
2021-10,2022-01,3,85736,0.975,1928223462.93,14669673653.14
2021-10,2022-02,4,85736,0.975,1491183189.65,16160856842.79
2021-10,2022-03,5,85736,0.975,1070093159.2,17230950001.99
2021-10,2022-04,6,85736,0.975,791216790.59,18022166792.57
2021-10,2022-05,7,85736,0.975,600807490.6,18622974283.17
2021-10,2022-06,8,85736,0.975,450068113.77,19073042396.94
2021-10,2022-07,9,85736,0.975,391899335.61,19464941732.55
2021-10,2022-08,10,85736,0.975,281072555.72,19746014288.27
2021-10,2022-09,11,85736,0.975,236873460.07,19982887748.34
2021-10,2022-10,12,85736,0.975,190507699.38,20173395447.72
2021-10,2022-11,13,85736,0.975,155734485.91,20329129933.63
2021-10,2022-12,14,85736,0.975,140329052.32,20469458985.95
2021-10,2023-01,15,85736,0.975,108964829.13,20578423815.08
2021-10,2023-02,16,85736,0.975,101788501.0,20680212316.08
2021-10,2023-03,17,85736,0.975,82547862.6,20762760178.68
2021-10,2023-04,18,85736,0.975,79252222.79,20842012401.47
2021-10,2023-05,19,85736,0.975,72011264.56,20914023666.04
2021-10,2023-06,20,85736,0.975,57518236.06,20971541902.09
2021-10,2023-07,21,85736,0.975,54054256.07,21025596158.16
2021-10,2023-08,22,85736,0.975,52891762.74,21078487920.9
2021-10,2023-09,23,85736,0.975,42418740.31,21120906661.22
2021-10,2023-10,24,85736,0.975,43550321.08,21164456982.29
2021-10,2023-11,25,85736,0.975,30273717.49,21194730699.78
2021-10,2023-12,26,85736,0.975,33493451.77,21228224151.55
2021-10,2024-01,27,85736,0.975,34197153.14,21262421304.69
2021-10,2024-02,28,85736,0.975,30229475.77,21292650780.46
2021-10,2024-03,29,85736,0.975,24078479.69,21316729260.15
2021-10,2024-04,30,85736,0.975,24330582.35,21341059842.5
2021-10,2024-05,31,85736,0.975,18813012.87,21359872855.37
2021-10,2024-06,32,85736,0.975,19143713.59,21379016568.97
2021-10,2024-07,33,85736,0.975,16233231.87,21395249800.83
2021-10,2024-08,34,85736,0.975,17791649.58,21413041450.41
2021-10,2024-09,35,85736,0.975,16195896.52,21429237346.94
2021-11,2021-11,0,85697,1.020849,5991376246.95,5991376246.95
2021-11,2021-12,1,85697,1.020849,4225864841.61,10217241088.56
2021-11,2022-01,2,85697,1.020849,2890365340.71,13107606429.27
2021-11,2022-02,3,85697,1.020849,2145843222.87,15253449652.14
2021-11,2022-03,4,85697,1.020849,1405739067.9,16659188720.04
2021-11,2022-04,5,85697,1.020849,1038129786.65,17697318506.7
2021-11,2022-05,6,85697,1.020849,763488769.96,18460807276.65
2021-11,2022-06,7,85697,1.020849,603885781.43,19064693058.09
2021-11,2022-07,8,85697,1.020849,489126722.15,19553819780.24
2021-11,2022-08,9,85697,1.020849,373615746.14,19927435526.37
2021-11,2022-09,10,85697,1.020849,302979508.02,20230415034.4
2021-11,2022-10,11,85697,1.020849,225403055.61,20455818090.01
2021-11,2022-11,12,85697,1.020849,179920674.78,20635738764.79
2021-11,2022-12,13,85697,1.020849,150568868.7,20786307633.49
2021-11,2023-01,14,85697,1.020849,142027841.53,20928335475.03
2021-11,2023-02,15,85697,1.020849,115418338.61,21043753813.64
2021-11,2023-03,16,85697,1.020849,109897998.94,21153651812.58
2021-11,2023-04,17,85697,1.020849,92644562.4,21246296374.98
2021-11,2023-05,18,85697,1.020849,80887382.18,21327183757.16
2021-11,2023-06,19,85697,1.020849,65529265.59,21392713022.75
2021-11,2023-07,20,85697,1.020849,60715122.56,21453428145.32
2021-11,2023-08,21,85697,1.020849,64459102.77,21517887248.08
2021-11,2023-09,22,85697,1.020849,47322465.77,21565209713.85
2021-11,2023-10,23,85697,1.020849,45982422.48,21611192136.33
2021-11,2023-11,24,85697,1.020849,40067685.37,21651259821.7
2021-11,2023-12,25,85697,1.020849,39185316.92,21690445138.62
2021-11,2024-01,26,85697,1.020849,30572056.11,21721017194.73
2021-11,2024-02,27,85697,1.020849,27892154.55,21748909349.28
2021-11,2024-03,28,85697,1.020849,25203191.0,21774112540.28
2021-11,2024-04,29,85697,1.020849,22321420.71,21796433960.99
2021-11,2024-05,30,85697,1.020849,24665107.33,21821099068.32
2021-11,2024-06,31,85697,1.020849,19859691.07,21840958759.39
2021-11,2024-07,32,85697,1.020849,17198023.69,21858156783.08
2021-11,2024-08,33,85697,1.020849,15337994.37,21873494777.45
2021-11,2024-09,34,85697,1.020849,15357075.19,21888851852.64
2021-11,2024-10,35,85697,1.020849,11771231.28,21900623083.92
2021-12,2021-12,0,85592,1.061112,6032080169.95,6032080169.95
2021-12,2022-01,1,85592,1.061112,4556070523.14,10588150693.09
2021-12,2022-02,2,85592,1.061112,3033662600.22,13621813293.31
2021-12,2022-03,3,85592,1.061112,2180505743.04,15802319036.35
2021-12,2022-04,4,85592,1.061112,1527466980.64,17329786016.99
2021-12,2022-05,5,85592,1.061112,1121148907.31,18450934924.29
2021-12,2022-06,6,85592,1.061112,794675565.23,19245610489.52
2021-12,2022-07,7,85592,1.061112,599260176.06,19844870665.58
2021-12,2022-08,8,85592,1.061112,449950622.76,20294821288.35
2021-12,2022-09,9,85592,1.061112,408272668.59,20703093956.94
2021-12,2022-10,10,85592,1.061112,317240449.82,21020334406.76
2021-12,2022-11,11,85592,1.061112,253911647.57,21274246054.33
2021-12,2022-12,12,85592,1.061112,214105576.47,21488351630.8
2021-12,2023-01,13,85592,1.061112,174842732.08,21663194362.88
2021-12,2023-02,14,85592,1.061112,139601152.86,21802795515.75
2021-12,2023-03,15,85592,1.061112,134687224.89,21937482740.64
2021-12,2023-04,16,85592,1.061112,111664267.21,22049147007.85
2021-12,2023-05,17,85592,1.061112,101374079.09,22150521086.94
2021-12,2023-06,18,85592,1.061112,79838557.79,22230359644.73
2021-12,2023-07,19,85592,1.061112,67142635.96,22297502280.69
2021-12,2023-08,20,85592,1.061112,65648878.2,22363151158.89
